"id","nome","municipio","uf","responsabilidade","logradouro","termo_convenio","problema_detectado"
"25183","PAC 2 - CRECHE/PRÉ-ESCOLA  003","Araioses","MA","Municipal","povoado baixão das porteiras","2720/2012","paralisada"
"25184","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Araioses","MA","Municipal","povoado carnaubeiras","2720/2012","paralisada"
"1001752","VILA NONATO-PAC 2 - CRECHE/PRÉ-ESCOLA  002","Arame","MA","Municipal","avenida paulo ramos","6150/2013","paralisada"
"1003006","Angico torto. Reserva Indígena Arariboia - Arame - MA","Arame","MA","Municipal","rua principal","17213/2014","atrasada"
"1005853","Pov Centro do Josino - Arame - MA","Arame","MA","Municipal","rua principal","17222/2014","atrasada"
"1012693","PAC 2 - CRECHE/PRÉ-ESCOLA  003","Arame","MA","Municipal",NA,"8784/2014","atrasada; sem endereço"
"1016188","Pov Lagoa Comprida - Arame - MA","Arame","MA","Municipal","rua principal","30244/2014","paralisada"
"1016732","Pov Cocal dos Cabritos - Arame - MA","Arame","MA","Municipal","rua principal","30028/2014","paralisada"
"1016733","Pov Calumbi - Arame - MA","Arame","MA","Municipal","rua principal","30028/2014","paralisada"
"1016734","Pov Lagoa Grande - Arame - MA","Arame","MA","Municipal","rua das margaridas","30028/2014","paralisada"
"1001737","CRECHE DO BAIRRO PRIMAVERA/SÃO LUIZ II/JOÃO PAULO II - Arapiraca - AL","Arapiraca","AL","Municipal","rua zezé lima","5357/2013","atrasada"
"1001738","CRECHE DO BAIRRO CANAFÍSTULA - Arapiraca - AL","Arapiraca","AL","Municipal","rua josé jaime alves dos santos","5357/2013","paralisada"
"1001739","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  002","Arapiraca","AL","Municipal","rua projetada 00","5357/2013","atrasada"
"1005584","CRECHE DO BAIRRO SENADOR ARNON DE MELLO","Arapiraca","AL","Municipal","rua marcelo barbosa","6785/2013","atrasada"
"1005586","CRECHE DO BAIRRO VERDES CAMPOS - Arapiraca - AL","Arapiraca","AL","Municipal","rua projetada o1","6785/2013","paralisada"
"1013966","ESCOLA EM TEMPO INTEGRAL DO BAIRRO SENADOR ARNON DE MELLO - Arapiraca - AL","Arapiraca","AL","Municipal","rua josefa gerônimo de oliveira","30285/2014","paralisada"
"1013969","ESCOLA EM TEMPO INTEGRAL DO PAU DARCO - Arapiraca - AL","Arapiraca","AL","Municipal","rua projetada","30821/2014","atrasada"
"1050838","TERRENO MUNICIPAL - Arapuã - PR","Arapuã","PR","Municipal","rua presidente café filho","76327/2016","paralisada"
"28525","701607/11 - EE Urbano - Padrão Estadual - Bairro Centro - Arquari/SC","Araquari","SC","Estadual",NA,"701607/2011","atrasada; sem endereço"
"8599","656817 - Esc. Educ. Infantil - Tipo B - ARARA/PB","Arara","PB","Municipal","rua projetada","656817/2009","paralisada"
"1009325","Creche Centro","Araranguá","SC","Municipal","av. engenheiro mesquita","9045/2014","atrasada"
"1014180","Escola Municipal Jardim Esmeralda - Araras - SP","Araras","SP","Municipal","rua emílio pacagnelia","34166/2014","paralisada"
"1006073","CRECHE URBANA","Arari","MA","Municipal","rua deus é amor","7206/2013","atrasada"
"1006493","Pov Flexeiras - Arari - MA","Arari","MA","Municipal","rua principal","22445/2014","atrasada"
"1003114","Escola Centro","Araricá","RS","Municipal","rua rudolfo brenner","17635/2014","atrasada"
"1006019","1-Povoado-Porto-Palmeira","Araricá","RS","Municipal","estrada porto palmeira","17634/2014","atrasada"
"1006345","Escola Imperatriz - Araricá - RS","Araricá","RS","Municipal","serraria ferrabraz","17636/2014","atrasada"
"1015352","UNIDADE ESCOLAR NA SERRA DO IPA - Araripina - PE","Araripina","PE","Municipal","serra do ipa","29849/2014","atrasada"
"1015354","UNIDADE ESCOLAR HONORATO JORDÃO - Araripina - PE","Araripina","PE","Municipal",NA,"29849/2014","sem endereço"
"1015355","ESCOLA VANDA JACÓ - Araripina - PE","Araripina","PE","Municipal","sítio cipauba","29849/2014","paralisada"
"1016219","SÍTIO BATINGA - Araripina - PE","Araripina","PE","Municipal","sitio batinga","29850/2014","paralisada"
"1017689","MANOEL LOPES - Araripina - PE","Araripina","PE","Municipal",NA,"32266/2014","sem endereço"
"1017978","MARTINS JOSÉ - Araripina - PE","Araripina","PE","Municipal","rua projetada (cavaco)","31293/2014","paralisada"
"24495","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Araruama","RJ","Municipal","rua vereador josé cardoso cruz","3023/2012","paralisada"
"24496","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Araruama","RJ","Municipal","rua ana nery","3023/2012","paralisada"
"1005627","CrecheTipo B - Iguabinha","Araruama","RJ","Municipal","rua papoulas","6917/2013","atrasada"
"1005526","Centro de Educação Infantil Jardim Victória","Araruna","PR","Municipal","rua projetada c","6718/2013","atrasada"
"1018501","Nova Escola Mário Miguez - Araruna - PR","Araruna","PR","Municipal","rua vitor meireles","32847/2014","atrasada"
"1012569","condominio maria ivany - Arataca - BA","Arataca","BA","Municipal","rua a","8723/2014","paralisada"
"9614","655854 - Espaço Educativo Urbano II - ARATUIPE/BA","Aratuípe","BA","Municipal","praça josé alves da silva","655854/2009","paralisada"
"1010400","Joaldo Costa Carvalho - Arauá - SE","Arauá","SE","Municipal","rua principal","22111/2014","paralisada"
"25352","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Araucária","PR","Municipal","rua jardineira","4093/2013","atrasada"
"25353","PAC 2 - CRECHE/PRÉ-ESCOLA  006","Araucária","PR","Municipal","rua maria rosa cornelsen hasselmann","4093/2013","paralisada"
"33214","PAC 2 - CRECHE/PRÉ-ESCOLA  005","Araucária","PR","Municipal","rua pinus elliotti, 420","4245/2013","atrasada"
"33215","PAC 2 - CRECHE/PRÉ-ESCOLA  004","Araucária","PR","Municipal","rua félix klechovicz","4245/2013","atrasada"
"1003823","PAC 2 - CRECHE/PRÉ-ESCOLA  003","Araucária","PR","Municipal","rua carlos vicente zapxon","5768/2013","atrasada"
"1015357","CARAÍBAS - Arcoverde - PE","Arcoverde","PE","Municipal","povoado caraíbas","44480/2014","atrasada"
"1001851","CENTRO DE EDUCAÇÃO INFANTIL JAIRO BORNELLI","Areado","MG","Municipal","rua lázaro ferreira de oliveira","6065/2013","atrasada"
"1016919","CRECHE JULITA ALVES","Areia Branca","RN","Municipal","rua josé bento dos santos","10660/2014","atrasada"
"19939","Uidade de Educação Infantil Cirandinha","Arenópolis","GO","Municipal",NA,"459/2011","paralisada; sem endereço"
"8730","657183 - Esc. Educ. Infantil - Tipo B - ARINOS/MG","Arinos","MG","Municipal",NA,"657183/2009","atrasada; sem endereço"
"1016204","Escola Municipal Jose Ary da Costa - Aripuanã - MT","Aripuanã","MT","Municipal","rua mogno, esquina com rua cerejeira","29747/2014","paralisada"
"19096","Creche proinfância","Ariquemes","RO","Municipal","rua paulo coelho","4056/2013","paralisada"
"25741","PAC 2 - CRECHE/PRÉ-ESCOLA  003","Ariquemes","RO","Municipal","rua matão","11142/2014","paralisada"
"25743","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Ariquemes","RO","Municipal","av. rondônia","11142/2014","paralisada"
"1004052","EMENDA PARLAMENTAR 36800004 - Escola de Educação Infantil Tipo C","Ariranha do Ivaí","PR","Municipal","rua miguel verenka","49052/2015","paralisada"
"1002989","Unid Esc Mun Antonio de Araújo Costa - Aroazes - PI","Aroazes","PI","Municipal","localidade itaúna","17579/2014","paralisada"
"1002991","Unid Esc Mun Santo Afonso Rodrigues - Aroazes - PI","Aroazes","PI","Municipal","localidade montes claros","17579/2014","paralisada"
"1081175","2 - Escola Povoado Barro Vermelho - Aroazes - PI","Aroazes","PI","Municipal","rua de escola","17579/2014","paralisada"
"11238","657644 - Construção Brasil Profissionalizado - Brasil Profissionalizado - Construção - Arraias/TO","Arraias","TO","Estadual","praça coronel joaquim s. silva","657644/2009","paralisada"
"13831","702592/2010 - Esp Educativo Urbano - Faz. Matas - Arraias/TO","Arraias","TO","Municipal",NA,"702592/2010","paralisada; sem endereço"
"1014066","Rua Dona Cotinha - Arroio dos Ratos - RS","Arroio dos Ratos","RS","Municipal","rua dona cotinha","26964/2014","paralisada"
"1010824","Padre França Wolkers - Assaí - PR","Assaí","PR","Municipal","avenida batista ramos","22353/2014","atrasada"
"1016292","Escola Municipal Assaí","Assaí","PR","Municipal","avenida tsuro tanno","32354/2014","atrasada"
"1001746","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Assaré","CE","Municipal","rua maria freire, próximo a rodovia ce 375","5723/2013","atrasada"
"1018063","Genezaré - Assaré - CE","Assaré","CE","Municipal","genezaré","32027/2014","atrasada"
"1005455","Prinfancia Jardim Eldorado - Assis - SP","Assis","SP","Municipal","rua clarindo gomes alvarez","6748/2013","atrasada"
"1015562","Jardim Portal do São Francisco - Assis - SP","Assis","SP","Municipal","rua 10","32414/2014","atrasada"
"1017345","UNIDADE DO PROINFÂNCIA","Assunção do Piauí","PI","Municipal","rua manoel messias","10873/2014","atrasada"
"5709","806021 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - Atalaia do Norte/AM","Atalaia do Norte","AM","Estadual",NA,"806021/2007","paralisada; sem endereço"
"5710","806021 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - Atalaia do Norte/AM","Atalaia do Norte","AM","Estadual",NA,"806021/2007","paralisada; sem endereço"
"5711","806021 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - Atalaia do Norte/AM","Atalaia do Norte","AM","Estadual",NA,"806021/2007","paralisada; sem endereço"
"5712","806021 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - Atalaia do Norte/AM","Atalaia do Norte","AM","Estadual",NA,"806021/2007","paralisada; sem endereço"
"5713","806021 - Espaço Educativo Urbano II - 06 salas -  - Construção - Atalaia do Norte/AM","Atalaia do Norte","AM","Estadual",NA,"806021/2007","paralisada; sem endereço"
"1010663","CRECHE PERIMIRIM - Augusto Corrêa - PA","Augusto Corrêa","PA","Municipal","rua tamaru","7724/2013","atrasada"
"1018436","ESCOLA NOVA JUTAÍ - Augusto Corrêa - PA","Augusto Corrêa","PA","Municipal","ramal do buçu","32823/2014","atrasada"
"1016884","PAC 2 - ESCOLA  PROINFÂNCIA C- Metodologia Inovadoras","Augusto de Lima","MG","Municipal","rua wanderley caldeira diniz","10694/2014","paralisada"
"17458","700163/11 - Espaço Educativo Urbano - Aurora/CE","Aurora","CE","Municipal",NA,"700163/2011","sem endereço"
"8379","657711 - Esc. Educ. Infantil - Tipo C -  - Construção - AURORA DO TOCANTINS/TO","Aurora do Tocantins","TO","Municipal",NA,"657711/2009","paralisada; sem endereço"
"25486","Creche Professora Neuza Escobar","Autazes","AM","Municipal","estrada az 2, km 24","3615/2012","paralisada"
"25487","Creche Professora Francisca Arcos","Autazes","AM","Municipal","rua antonio de figueiredo","3615/2012","paralisada"
"25488","Creche Professora Pequenina","Autazes","AM","Municipal","rua jonas pinto de oliveira","3615/2012","paralisada"
"29638","Escola Indigena Coronel Rondon","Autazes","AM","Municipal","aldeia do cuia","7484/2015","paralisada"
"29639","Escola Indigena Dr. Jacobina","Autazes","AM","Municipal","aldeia são felix","7484/2015","paralisada"
"29673","Escola Municipal José Thomé","Autazes","AM","Municipal","estrada do rosarinho az-2","7483/2015","paralisada"
"29674","Escola Municipal Mariano Mario Vieira de Mendonça","Autazes","AM","Municipal","comunidade do taquara","7483/2015","paralisada"
"29676","Escola Municipal Bhacktivedanta Swami","Autazes","AM","Municipal","comunidade do limão","7483/2015","paralisada"
"29677","Escola Municipal Bela Vista","Autazes","AM","Municipal","comunidade santa maria","7483/2015","paralisada"
"29678","Escola Municipal Nova Esperança","Autazes","AM","Municipal","comunidade nova esperança","7483/2015","paralisada"
"31303","CETI AUTAZES","Autazes","AM","Estadual",NA,"7928/2015","sem endereço"
"1002866","Escola Municipal Menino Jesus - Autazes - AM","Autazes","AM","Municipal","comunidade itaúba","43521/2014","atrasada"
"1002867","Escola Municipal Nova Criatura - Autazes - AM","Autazes","AM","Municipal","comunidade nova criatura - lago do juma","43521/2014","atrasada"
"18999","PROINFÂNCIA AVAI A1","Avaí","SP","Municipal","rua nassib josé antonio","303/2011","paralisada"
"17981","700376/11 - Escola de Educação Infantil Tipo B - Avaré/SP","Avaré","SP","Municipal",NA,"700376/2011","sem endereço"
"1006296","EMEF DANIEL DE CARVALHO - Aveiro - PA","Aveiro","PA","Municipal","comunidade de daniel de carvalho","17510/2014","paralisada"
"1006297","EMEF VALDOMIRO FERREIRA - Aveiro - PA","Aveiro","PA","Municipal","comunidade nova jerusalém","17510/2014","paralisada"
"1006557","EMEF NOSSA SENHORA DE NAZARÉ - Aveiro - PA","Aveiro","PA","Municipal","comunidade de santa cruz","22300/2014","paralisada"
"1009562","EMEF VISTA ALEGRE - Aveiro - PA","Aveiro","PA","Municipal","comunidade de andrelândia","22301/2014","paralisada"
"1016694","EMEIF CRISTALINO I - Aveiro - PA","Aveiro","PA","Municipal","comunidade cristalino i","29784/2014","paralisada"
"24572","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Avelino Lopes","PI","Municipal","rua são joão, s/n","3003/2012","atrasada"
"1008023","POV. CEDRO - Axixá - MA","Axixá","MA","Municipal","rua projetada","22447/2014","paralisada"
"1009109","CRECHE","Axixá","MA","Municipal","rua projetada","9331/2014","paralisada"
"11256","658393 - Construção Escola Padrão SECTEC/MA - Brasil Profissionalizado - Construção - Bacabal/MA","Bacabal","MA","Estadual",NA,"658393/2009","atrasada; sem endereço"
"17513","700144/11 - Escola de Educação Infantil B - Bacabal/MA","Bacabal","MA","Municipal","rua vp-19  - bairro cohab ii","700144/2011","paralisada"
"1001713","CRECHE DO SAAE ","Bacabal","MA","Municipal","rua antonio lobo","5196/2013","paralisada"
"1011061","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001","Bacabal","MA","Municipal","rua projetada de quadra 12","9839/2014","paralisada"
"13289","702635 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - BACURITUBA/MA","Bacurituba","MA","Municipal",NA,"702635/2010","paralisada; sem endereço"
"13298","703239 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - BAEPENDI/MG","Baependi","MG","Municipal",NA,"703239/2010","sem endereço"
"24567","Proinfancia Damé","Bagé","RS","Municipal","rua 93","5185/2013","atrasada"
"24568","Proinfancia Santa Cecília","Bagé","RS","Municipal","travessa hermes peres freitas","5185/2013","atrasada"
"24569","Proinfancia Ivone","Bagé","RS","Municipal","rua cecyra fallace saraiva","5185/2013","paralisada"
"30848","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Bagre","PA","Municipal","av. presidente vargas","3744/2013","paralisada"
"1006560","EMEF SANTA CRUZ - Bagre - PA","Bagre","PA","Municipal","rio jacunda","18065/2014","paralisada"
"1006561","EMEF SÃO JOÃO - Bagre - PA","Bagre","PA","Municipal","rio pirarucu","18065/2014","paralisada"
"1006562","EMEF MANOEL DE SOUZA CASTRO - Bagre - PA","Bagre","PA","Municipal","comunidade vila nova","18065/2014","paralisada"
"1009563","EMEF PROFESSORA GRAZIELA - Bagre - PA","Bagre","PA","Municipal","rio mocajatuba","22303/2014","paralisada"
"1010323","Aldeia são Francisco - Baía da Traição - PB","Baía da Traição","PB","Municipal","aldeia são francisco","19657/2014","paralisada"
"29552","EMEF DE MATACURÁ","Baião","PA","Municipal","rua da rocinha s/n","7511/2015","atrasada"
"1006279","PROINFÂNCIA DE UMARIZAL","Baião","PA","Municipal","comunidade de umarizal","7134/2013","atrasada"
"1010096","EMEF DE CAMPELO - Baião - PA","Baião","PA","Municipal","rua principal","32605/2014","paralisada"
"1010100","EMEF DE JOANA PERES","Baião","PA","Municipal","avenida baião","32605/2014","paralisada"
"1010102","EMEF DE DANIEL LUCAS - Baião - PA","Baião","PA","Municipal","travessa quinze","32605/2014","paralisada"
"1010103","EMEF DE SANTA MARIA DO ANDIROBAL - Baião - PA","Baião","PA","Municipal","rua sem nome","32605/2014","paralisada"
"1010104","EMEF DE UMARIZAL - Baião - PA","Baião","PA","Municipal","rua boa vista","32605/2014","paralisada"
"1010105","EMEF DE BAIXO SECO - Baião - PA","Baião","PA","Municipal","estrada do baixo seco","32605/2014","paralisada"
"1010106","EMEF DE ARUMANZAL","Baião","PA","Municipal","rua  principal","32605/2014","paralisada"
"1010107","EMEF DE ENGENHO","Baião","PA","Municipal","rua nova","32605/2014","paralisada"
"1010108","EMEF PARITÁ MIRI - Baião - PA","Baião","PA","Municipal","rua principal","32605/2014","paralisada"
"1010110","EMEF DE MARACANÃ - Baião - PA","Baião","PA","Municipal","rua maracanã","32605/2014","paralisada"
"1018491","EMEF NA LOCALIDADE DE SÃO JOAQUIM DE ITUQUARA - Baião - PA","Baião","PA","Municipal","rua da maisa (apelido de estrada da maísa)","32825/2014","atrasada"
"24573","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Baixa Grande do Ribeiro","PI","Municipal",NA,"3004/2012","paralisada; sem endereço"
"13275","703567 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - BAIXIO/CE","Baixio","CE","Municipal",NA,"703567/2010","paralisada; sem endereço"
"28319","701600/11 - Escola Profissionalizante - Baixo Gandu/ES","Baixo Guandu","ES","Estadual","avenida presidente tancredo de almeida neves","701600/2011","atrasada"
"17411","700002/11 - Escola de Educação Infantil - Balbinos/SP","Balbinos","SP","Municipal","avenida da saudade.","700002/2011","paralisada"
"1010187","Aleide Felix - Baliza - GO","Baliza","GO","Municipal","rua do ferro","19729/2014","paralisada"
"1015553","Escola 06 Salas - Morro dos Conventos Zona Nobre - Área Rural - Balneário Arroio do Silva - SC","Balneário Arroio do Silva","SC","Municipal","rua l2, esquina com a rua t10","32271/2014","atrasada"
"19376","Área pública Lot. Vicente de Carvalho destinada a estabelecimentos da educação municipal","Balneário Barra do Sul","SC","Municipal","ruaa loteamento reinaldo welter","267/2011","paralisada"
"1018650","Escola 12 salas Zona Sul - Balneário Rincão - SC","Balneário Rincão","SC","Municipal","rua b (30333) esq. r 48","34134/2014","atrasada"
"25653","PAC 2 - CRECHE/PRÉ-ESCOLA  002 BACABA","Balsas","MA","Municipal","avenida 01","2699/2012","paralisada"
"25654","PAC 2 - CRECHE/PRÉ-ESCOLA  006 SÃO CAETANO","Balsas","MA","Municipal",NA,"2699/2012","paralisada; sem endereço"
"25655","PAC 2 - CRECHE/PRÉ-ESCOLA  005 SÃO FRANCISCO","Balsas","MA","Municipal","rua são francisco","2699/2012","paralisada"
"25657","PAC 2 - CRECHE/PRÉ-ESCOLA  004 AÇUCENA","Balsas","MA","Municipal","avenida arame,s/n","2699/2012","paralisada"
"1008027","E. M. J. DEMITO - Balsas - MA","Balsas","MA","Municipal","povoado ilha do coco","22448/2014","paralisada"
"1008028","E.M HERMES FONSECA - Balsas - MA","Balsas","MA","Municipal","localidade","22448/2014","paralisada"
"1008029","TERRENO POVOADO MALHADA - Balsas - MA","Balsas","MA","Municipal","povoado malhada","22448/2014","paralisada"
"1015246","E.M. SÃO CRISTOVÃO - Balsas - MA","Balsas","MA","Municipal","povoado peba","30030/2014","paralisada"
