"","nome","responsabilidade","municipio","uf","logradouro","termo_convenio","data_de_entrega","pagamento_total","valor_pacutado","problema_encontrado"
"3633","Creche Bacuriteua - Bragança - PA","Municipal","Bragança","PA","rua da projetada nova","9951/2014","2015-02-24","0","1152964","não iniciada / já devia ter sido entregue"
"3634","CRECHE/TIPO B/ VILA DO MUPI - Cametá - PA","Municipal","Cametá","PA","rua projetada","10056/2014",NA,"0","2186111","não iniciada"
"3635","PAC 2 - CRECHE/PRÉ-ESCOLA  003","Municipal","Chaves","PA","avenida nazaré","11716/2014","2018-06-09","279658","2173215","em andamento / já devia ter sido entregue"
"3636","PAC 2 - CRECHE/PRÉ-ESCOLA  005","Municipal","Juruti","PA","travessa pará","9956/2014","2016-10-24","189477","1494843","em andamento / já devia ter sido entregue"
"3637","BAIRRO DA PAZ - Marabá - PA","Municipal","Marabá","PA","rua rio de janeiro","9957/2014",NA,"528882","2171771","paralisada"
"3638","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Municipal","Marapanim","PA","rua sebatião teixeira","10058/2014",NA,"0","2253384","não iniciada"
"3639","Vila Nova Vida - Moju - PA","Municipal","Moju","PA","avenida joão carlos batista - vila nova vida - sococo","9960/2014",NA,"0","1149335","não iniciada"
"3640","Vila soledade - Moju - PA","Municipal","Moju","PA","vila soledade","9961/2014",NA,"0","1154156","não iniciada"
"3641","PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Moju - PA","Municipal","Moju","PA","ramal da congregação","9961/2014",NA,"0","2143091","não iniciada"
"3642","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Moju - PA","Municipal","Moju","PA","rua são joão","9961/2014",NA,"0","2149329","não iniciada"
"3643","PAC 2 - CRECHE/PRÉ-ESCOLA  003 - Moju - PA","Municipal","Moju","PA","av joão martins cardoso","9961/2014",NA,"0","2143091","não iniciada"
"3644","PAC 2 - CRECHE/PRÉ-ESCOLA  003","Municipal","Óbidos","PA","pa 429, s/nº","9962/2014",NA,"0","1494843","não iniciada"
"3645","ESCOLA INFANTIL - BAIRRO SANTA LUZIA ","Municipal","Nova Olinda do Norte","AM","rua rui albuquerque","10045/2014","2018-08-30","838108","2344371","em andamento / já devia ter sido entregue"
"3646","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  002 - Parauapebas - PA","Municipal","Parauapebas","PA","rua amazonas, quadra 817, área institucional","9964/2014",NA,"0","1170889","não iniciada"
"3647","PAC 2 - CRECHE/PRÉ-ESCOLA RESIDENCIAL NOVA CARAJÁS IV - Parauapebas - PA","Municipal","Parauapebas","PA","avenida serra do cinzento","9964/2014","2015-02-12","0","1185588","não iniciada / já devia ter sido entregue"
"3648","PAC 2 - CRECHE/PRÉ-ESCOLA RIO VERDE - Parauapebas - PA","Municipal","Parauapebas","PA","avenida gabriel pimenta, quadra 115","9964/2014",NA,"0","2186111","não iniciada"
"3649","EMEI BAIRRO BOM JARDIM - Rurópolis - PA","Municipal","Rurópolis","PA","rua jose raimundo cunha falcão","9965/2014","2015-05-02","0","2204036","não iniciada / já devia ter sido entregue"
"3650","PAC 2 - CRECHE/PRÉ-ESCOLA  004 - Rurópolis - PA","Municipal","Rurópolis","PA","av. antonio cavachioli","9965/2014",NA,"0","2214791","não iniciada"
"3651","Creche do Mucajá - Macapá - AP","Municipal","Macapá","AP","canal do mucajá","11498/2014","2015-05-04","0","2195239","não iniciada / já devia ter sido entregue"
"3652","PAC 2 - CRECHE/PRÉ-ESCOLA  009 - SÃO JOSÉ OPERÁRIO - Santarém - PA","Municipal","Santarém","PA","av. palhao","11567/2014",NA,"0","2253334","não iniciada"
"3653","PAC 2 - CRECHE/PRÉ-ESCOLA  MAICA - Santarém - PA","Municipal","Santarém","PA","alameda monte castelo","11567/2014",NA,"0","2236301","não iniciada"
"3654","PAC 2 - CRECHE/PRÉ-ESCOLA  CURUAI - Santarém - PA","Municipal","Santarém","PA","trav. pajurá","11567/2014","2015-03-03","0","1195984","não iniciada / já devia ter sido entregue"
"3655","Três Marias","Municipal","Carpina","PE","rua quatro","9344/2014","2018-08-10","360153","1540064","em andamento / já devia ter sido entregue"
"3656","Escola (Creche) do Residencial Divino Espírito Santo","Municipal","Trindade","PE","rua: projetada","9346/2014","2018-06-01","356787","2342093","em andamento / já devia ter sido entregue"
"3657","BARREIRÃO","Municipal","Matias Olímpio","PI","rua arimatéia tito","9348/2014","2018-08-06","883664","1477316","em andamento / já devia ter sido entregue"
"3658","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Municipal","Bituruna","PR","rua pierina cadoná nalon","10002/2014",NA,"0","1514770","não iniciada"
"3659","Creche Municipal de São Carlos do Ivai","Municipal","São Carlos do Ivaí","PR","avenida são paulo","10008/2014","2018-02-06","581699","1514770","em andamento / já devia ter sido entregue"
"3660","MATO GROSSO - Petrópolis - RJ","Municipal","Petrópolis","RJ","rua mato grosso","9350/2014",NA,"0","1662556","não iniciada"
"3661","QUARTEIRÃO BRASILEIRO - Petrópolis - RJ","Municipal","Petrópolis","RJ","rua gaspar gonçalves","9350/2014",NA,"0","1672207","não iniciada"
"3662","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Municipal","Santo Amaro","BA","avenida são bento","10064/2014","2014-12-10","0","1907896","não iniciada / já devia ter sido entregue"
"3663","CRECHE BARRACÃO - São Gonçalo - RJ","Municipal","São Gonçalo","RJ","estrada barracão","9351/2014",NA,"0","990374","não iniciada"
"3664","Creche Municipal da Barreira - Saquarema - RJ","Municipal","Saquarema","RJ","rua c","9352/2014",NA,"0","1690425","não iniciada"
"3665","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Municipal","São Felipe","BA","avenida luiz cerqueira","9804/2014","2018-08-29","494483","2331541","paralisada / já devia ter sido entregue"
"3666","Creche Soledade I","Municipal","Sumidouro","RJ","rodovia estadual jorge de almeida cruz","9353/2014",NA,"0","1695768","não iniciada"
"3667","Creche Cidadão","Municipal","Três Rios","RJ","rua estrada da barrinha","9354/2014",NA,"0","2582691","não iniciada"
"3668","Creche Cantagalo","Municipal","Três Rios","RJ","rua isaltino silveira","9354/2014",NA,"0","1695768","não iniciada"
"3669","SÃO BENEDITO","Municipal","Acarape","CE","rua francisco josé da silva","9891/2014",NA,"0","2232766","não iniciada"
"3670","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Municipal","Acaraú","CE","rua s.d.o","9892/2014","2017-03-27","0","1474654","não iniciada / já devia ter sido entregue"
"3671","PAC 2 - CRECHE/PRÉ-ESCOLA  - São Bento - Crato - CE","Municipal","Crato","CE","rua augusto alencar esquina rua são luís","9894/2014",NA,"0","1127739","não iniciada"
"3672","Localidade de Guaribas","Municipal","Eusébio","CE","rua dos mirandas","9895/2014",NA,"0","2232766","não iniciada"
"3673","Creche de Pirambu - Pirambu - SE","Municipal","Pirambu","SE","praça dos esportes","9356/2014","2014-12-15","224125","1643488","não iniciada / já devia ter sido entregue"
"3674","PROINFÂNCIA - RUA E - PASSARÉ","Municipal","Fortaleza","CE","rua e","9896/2014",NA,"0","1474654","não iniciada"
"3675","Creche no Bairro Alto de Santana","Municipal","Augusto Severo","RN","rua francisco fernandes pimenta","10012/2014",NA,"0","1416984","não iniciada"
"3676","JARDIM LOLA - São Gonçalo do Amarante - RN","Municipal","São Gonçalo do Amarante","RN","Não informado","9659/2014","2018-11-26","1738177","2004819","em andamento / sem endereço"
"3677","Escola Infantil - Umarizal - RN","Municipal","Umarizal","RN","rua almino afonso,","9630/2014",NA,"0","1113465","não iniciada"
"3678","BOA ESPERANÇA","Municipal","Cambará do Sul","RS","rua moacir da rosa monteiro","9831/2014","2019-04-29","411020","1430148","paralisada"
"3679","NOVA ESCOLA DE EDUCAÇÃO INFANTIL","Municipal","Crissiumal","RS","rua pacaembu","11206/2014","2018-07-31","1173422","1430148","em andamento / já devia ter sido entregue"
"3680","Monte Pasqual - Farroupilha - RS","Municipal","Farroupilha","RS","rua ambrósio pasqual","9832/2014","2018-08-20","895520","1818025","paralisada / já devia ter sido entregue"
"3681","Nova Escola Municipal","Municipal","General Câmara","RS","rua general portela","9835/2014","2018-08-30","462468","1009347","em andamento / já devia ter sido entregue"
"3682","Creche Pandorga","Municipal","São Vicente do Sul","RS","rua dr manoel cipriano d'avila","9681/2014","2018-08-30","185853","1430148","em andamento / já devia ter sido entregue"
"3683","TRÊS FIGUEIRAS - Viamão - RS","Municipal","Viamão","RS","rua mônaco","9837/2014","2014-12-31","0","1829591","não iniciada / já devia ter sido entregue"
"3684","CEI CACADOR","Municipal","Capivari de Baixo","SC","rua da liberdade","10062/2014",NA,"0","2256270","não iniciada"
"3685","CEI no bairro Cordeiros","Municipal","Itajaí","SC","rua eurípedes amorim leal","10023/2014",NA,"429965","1492722","paralisada"
"3686","PAC 2 - MORRETES 3","Municipal","Itapema","SC","rua 436c esq 424","10024/2014",NA,"0","2256270","não iniciada"
"3687","CRECHE TESTO CENTRAL","Municipal","Pomerode","SC","rua 15 de novembro","10025/2014","2018-07-23","285991","2256270","paralisada / já devia ter sido entregue"
"3688","EMEB SANTO ANTÔNIO - Franco da Rocha - SP","Municipal","Franco da Rocha","SP","rua 23","10033/2014","2014-11-04","0","992988","não iniciada / já devia ter sido entregue"
"3689","Creche Res. Alto dos Laranjais - Limeira - SP","Municipal","Limeira","SP","rua joão baptista francisco","10037/2014",NA,"441276","1812032","não iniciada"
"3690","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Rosana - SP","Municipal","Rosana","SP","rua são paulo","10038/2014",NA,"0","1843439","não iniciada"
"3691","VILA RICA - Santa Bárbara dOeste - SP","Municipal","Santa Bárbara d'Oeste","SP","rua anderson renato alcalde","10039/2014",NA,"443808","1822429","não iniciada"
"3692","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Municipal","Santa Cruz das Palmeiras","SP","avenida um","10040/2014",NA,"0","2365944","não iniciada"
"3693","Creche do Campininha","Municipal","São Roque","SP","estrada marilu","10041/2014",NA,"0","1551162","não iniciada"
"3694","Creche do Bairro Taboão","Municipal","São Roque","SP","rua roque prestes","10041/2014",NA,"0","1551162","não iniciada"
"3695","Creche Municipal do Bairro do Oratório","Municipal","Socorro","SP","estrada municipal do oratório","10042/2014","2018-08-20","274920","1551162","em andamento / já devia ter sido entregue"
"3696","Jd Carolina","Municipal","Ubatuba","SP","av domingos chieus (antiga rua dos gerânios)","11195/2014",NA,"0","1551162","não iniciada"
"3697","Estufa 2","Municipal","Ubatuba","SP","av são paulo","11195/2014",NA,"0","1551162","não iniciada"
"3698","CHECHE CABEÇA PRETA","Municipal","Limoeiro do Norte","CE","localidade de cabeça preta","9899/2014","2019-07-01","192788","1474654","paralisada"
"3699","ANTONIO JUSTA","Municipal","Maracanaú","CE","av. dos funcionários","9900/2014",NA,"0","2232766","não iniciada"
"3700","PAC 2 - CRECHE SAPUPARA","Municipal","Maranguape","CE","rua dezessete s/n","9901/2014","2019-03-12","0","1474654","não iniciada"
"3701","CRECHE PÃO DE AÇÚCAR ","Municipal","Meruoca","CE","rua antônio celestino lopes","9902/2014",NA,"192788","1474654","paralisada"
"3702","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Municipal","Nova Russas","CE","rua cornélio rosa","10049/2014","2018-12-28","341469","1474654","paralisada"
"3703","CRECHE BENJAMIM/JEREISSATI III","Municipal","Pacatuba","CE","rua projetada b, , conj. jereissati iii","9904/2014","2015-12-31","483110","2232766","paralisada / já devia ter sido entregue"
"3704","Bairro Maravilha","Municipal","Quixeramobim","CE","rua jorge borges, s/n","9905/2014","2017-02-11","283012","2232766","não iniciada / já devia ter sido entregue"
"3705","CMEI RESIDENCIAL ANTÔNIO CARLOS PIRES - Goiânia - GO","Municipal","Goiânia","GO","rua acp-12","11719/2014",NA,"0","1710044","não iniciada"
"3706","CMEI Jardins do Cerrado 4 - Goiânia - GO","Municipal","Goiânia","GO","rua luiza m. coimbra bueno","11719/2014",NA,"0","1710044","não iniciada"
"3707","CMEI JARDIM AMÉRICA - Goiânia - GO","Municipal","Goiânia","GO","praça c 164","11719/2014",NA,"0","932715","não iniciada"
"3708","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Municipal","Bom Jardim","MA","rua projetada","9816/2014","2019-04-24","0","2202289","não iniciada"
"3709","PAC 2 - CRECHE/PRÉ-ESCOLA  003 - Brejo - MA","Municipal","Brejo","MA","rua gonçalves dias","9815/2014",NA,"0","1942384","não iniciada"
"3710","Creche Tipo C","Municipal","Cedral","MA","av professora rosa ewerton","9813/2014","2018-07-31","259252","1444798","em andamento / já devia ter sido entregue"
"3711","Res. Recanto Universitário","Municipal","Imperatriz","MA","rua 05","9814/2014","2018-08-28","260949","1444798","em andamento / já devia ter sido entregue"
"3712","S. SIMÃO","Municipal","Rosário","MA","rua helactomina","9912/2014","2018-08-30","326280","1444798","em andamento / já devia ter sido entregue"
"3713","Distrito de Fonseca","Municipal","Alvinópolis","MG","rua santa efigênia","9917/2014",NA,"0","2173746","não iniciada"
"3714","CENTRO MUNICIPAL DE EDUCACAO INFANTIL \\\\ - Araguari - MG","Municipal","Araguari","MG","rua padre nilo","9918/2014",NA,"0","1031776","não iniciada"
"3715","Lúcio de Abreu - Contagem - MG","Municipal","Contagem","MG","rua das araucárias","9924/2014",NA,"0","1004470","não iniciada"
"3716","Padre Adelmo / Meu Sítio","Municipal","Itabirito","MG","esquina da rua pe adelmo e rua da caixa dágua","9931/2014",NA,"0","1436083","não iniciada"
"3717","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Municipal","Joaíma","MG","rua teopompo de almeida","9933/2014","2018-08-01","275531","2173746","não iniciada / já devia ter sido entregue"
"3718","LOTEAMENTO BELO MONTE I - Barro Preto - BA","Municipal","Barro Preto","BA","rua a","30111/2014",NA,"424270","1221243","paralisada"
"3719","FRADES - ENSINO FUNDAMENTAL - Anajatuba - MA","Municipal","Anajatuba","MA","povoado frades","30242/2014","2018-06-30","54450","272988","em andamento / já devia ter sido entregue"
"3720","Terreno Santana Ville","Municipal","Brotas de Macaúbas","BA","via coletora c","30117/2014","2019-07-20","767532","3848020","paralisada"
"3721","Colégio Municipal de Caém - Caém - BA","Municipal","Caém","BA","rua caém de baixo.","30121/2014","2018-08-07","1363278","4149970","em andamento / já devia ter sido entregue"
"3722","UE SANTA TEREZA - Apicum-Açu - MA","Municipal","Apicum-Açu","MA","travessa da rua principal","30027/2014","2018-08-03","660042","1125921","em andamento / já devia ter sido entregue"
"3723","COLÉGIO MUNICIPAL DE II ETAPA DO ENSINO FUNDAMENTAL  - Mundo Novo - BA","Municipal","Mundo Novo","BA","rua f","30151/2014","2018-11-28","1770460","4223101","paralisada"
"3724","TERRENO VILA APARECIDA - Riachão do Jacuípe - BA","Municipal","Riachão do Jacuípe","BA","povoado vila aparecida","30158/2014","2018-08-31","297131","1219251","paralisada / já devia ter sido entregue"
"3725","ESCOLA COHAB II - SEDE - Araripe - CE","Municipal","Araripe","CE","rua santo expedito","34062/2014","2018-10-20","1074625","4222632","paralisada"
"3726","E.M. SÃO CRISTOVÃO - Balsas - MA","Municipal","Balsas","MA","povoado peba","30030/2014","2019-09-29","435757","1221242","paralisada"
"3727","BOM DESPACHO - Passo de Camaragibe - AL","Municipal","Passo de Camaragibe","AL","rua fernandes lima","29941/2014","2019-06-29","237975","1193088","paralisada"
"3728","POVOADO BARRA DE CAMARAGIBE - Passo de Camaragibe - AL","Municipal","Passo de Camaragibe","AL","rua da igreja","29941/2014","2019-06-29","203343","1019459","paralisada"
"3729","CRISPIANA - Godofredo Viana - MA","Municipal","Godofredo Viana","MA","rua principal s/n","34748/2014","2016-08-03","166453","1221059","paralisada / já devia ter sido entregue"
"3730","Povoado Porto Alegre - Governador Luiz Rocha - MA","Municipal","Governador Luiz Rocha","MA","estrada vicinal","29634/2014","2016-11-24","168335","1219120","em andamento / já devia ter sido entregue"
"3731","Escola da Região do Capão Verde - Barra do Choça - BA","Municipal","Barra do Choça","BA","povoado capão verde","29976/2014","2018-08-30","879294","1105015","em andamento / já devia ter sido entregue"
"3732","Escola Municipal João Bastos dos Santos - Brejões - BA","Municipal","Brejões","BA","rua fazenda da serra do teco","30116/2014","2018-08-31","460559","1124381","em andamento / já devia ter sido entregue"
"3733","ESCOLA MADRE JOANA ANGÉLICA - Canápolis - BA","Municipal","Canápolis","BA","santo antônio","33970/2014","2018-08-21","944457","1126467","em andamento / já devia ter sido entregue"
"3734","ESCOLA MUNICIPAL DE VÁRZEA da EMA - Chorrochó - BA","Municipal","Chorrochó","BA","povoado de várzea da ema","29984/2014","2018-12-20","318038","1219248","paralisada"
"3735","EMEF Jardim FLorido - Pacajá - PA","Municipal","Pacajá","PA","vicinal km 338 sul","29798/2014","2018-12-31","53150","272815","não iniciada"
"3736","TERRENO NOVA ESPERANÇA - Riachão do Jacuípe - BA","Municipal","Riachão do Jacuípe","BA","comunidade de nova esperança","29995/2014","2017-08-18","31606","158459","não iniciada / já devia ter sido entregue"
"3737","ESCOLA VILA ORIENTE/TAB.DAS MOÇAS - Alto Santo - CE","Municipal","Alto Santo","CE","sítio tabuleiro das moças","30177/2014",NA,"764608","1223493","paralisada"
"3738","SERRA DE LUIZ PEREIRA - Araripe - CE","Municipal","Araripe","CE","serra de luiz pereira","34063/2014","2018-07-20","0","1221128","em andamento / já devia ter sido entregue"
"3739","ESCOLA DA LAGOA DAS PEDRAS - Crateús - CE","Municipal","Crateús","CE","distrito de lagoa das pedras","30183/2014","2018-12-31","868000","1189234","paralisada"
"3740","CAJUEIRINHO II - Cruz - CE","Municipal","Cruz","CE","estrada do cajueirinho","30185/2014","2018-08-18","718755","1030210","em andamento / já devia ter sido entregue"
"3741","Sitio Milagres - Ererê - CE","Municipal","Ererê","CE","sitio milagres","30187/2014","2018-06-30","168360","1222319","em andamento / já devia ter sido entregue"
"3742","ESCOLA LOCALIDADE SÃO BENTO - Tejuçuoca - CE","Municipal","Tejuçuoca","CE","localidade de são bento","30210/2014","2017-12-31","243648","1221529","em andamento / já devia ter sido entregue"
"3743","Escola Ensino Fundamental Machadinho  - Niquelândia - GO","Municipal","Niquelândia","GO","povoado de  machadinho","30231/2014","2018-08-21","0","280215","em andamento / já devia ter sido entregue"
"3744","E. M. do Povoado Placa dos Tucuns - Milagres do Maranhão - MA","Municipal","Milagres do Maranhão","MA","rua projetada","29656/2014","2019-08-25","81649","282647","paralisada"
"3745","UNIDADE ESCOLAR HONORATO JORDÃO - Araripina - PE","Municipal","Araripina","PE","Não informado","29849/2014","2018-11-28","0","1220866","em andamento / sem endereço"
"3746","CARAÍBAS - Arcoverde - PE","Municipal","Arcoverde","PE","povoado caraíbas","44480/2014","2018-12-28","497507","1221159","paralisada"
"3747","CENTRO DE TELEMAGOS - Olho dÁgua das Cunhãs - MA","Municipal","Olho d'Água das Cunhãs","MA","povoado telemagos","29659/2014","2017-12-17","261193","1042920","em andamento / já devia ter sido entregue"
"3748","NOVA ESCOLA CAMPO PADRONIZADA DE VARZEA GRANDE - Cristino Castro - PI","Municipal","Cristino Castro","PI","rua projetada 01","29898/2014","2018-05-17","448935","1221115","paralisada / já devia ter sido entregue"
"3749","POV. BACURITEIA - Palmeirândia - MA","Municipal","Palmeirândia","MA","rua principal","29660/2014","2018-12-22","58181","291689","paralisada"
"3750","POV. RUMO DE CIMA - Palmeirândia - MA","Municipal","Palmeirândia","MA","rua principal","29660/2014","2018-12-26","224548","1125770","paralisada"
"3751","POV. ALDEIA - Palmeirândia - MA","Municipal","Palmeirândia","MA","rua principal","29660/2014","2018-12-19","57981","290688","paralisada"
"3752","E M São João - Paulo Ramos - MA","Municipal","Paulo Ramos","MA","povoado são joão da mata","29662/2014","2015-02-28","31758","159217","não iniciada / já devia ter sido entregue"
"3753","E M Imaculada Conceição - Paulo Ramos - MA","Municipal","Paulo Ramos","MA","povoado pio x","29662/2014","2018-08-31","31747","159163","em andamento / já devia ter sido entregue"
"3754","E M Tiradentes - Paulo Ramos - MA","Municipal","Paulo Ramos","MA","povoado centro dos cearenses","29662/2014","2018-08-31","31758","159217","em andamento / já devia ter sido entregue"
"3755","E M Frei Damião - Paulo Ramos - MA","Municipal","Paulo Ramos","MA","povoado jacu","29662/2014","2018-08-31","31747","159163","em andamento / já devia ter sido entregue"
"3756","U E Ricardo Gomes Reis - Paulo Ramos - MA","Municipal","Paulo Ramos","MA","povoado são josé","29662/2014","2018-08-31","31558","158215","em andamento / já devia ter sido entregue"
"3757","E M São Bento - Paulo Ramos - MA","Municipal","Paulo Ramos","MA","povoado são bento","29662/2014","2018-08-31","55420","277848","em andamento / já devia ter sido entregue"
"3758","U E Aprigio Angelo da Silva - Paulo Ramos - MA","Municipal","Paulo Ramos","MA","povoado santo antonio","29662/2014","2018-08-31","31758","159217","em andamento / já devia ter sido entregue"
"3759","POVOADO CANAPUM - Presidente Vargas - MA","Municipal","Presidente Vargas","MA","rua são josé","29669/2014","2018-12-24","282413","1091979","paralisada"
"3760","Pov. Recanto - Presidente Vargas - MA","Municipal","Presidente Vargas","MA","rua ii","29669/2014","2018-12-24","56377","282647","paralisada"
"3761","POVOADO PADRE JOSIMO - Presidente Vargas - MA","Municipal","Presidente Vargas","MA","rua são sebastião","29669/2014","2018-12-24","369390","1091979","paralisada"
"3762","Escola Municipal de Ensino Fundamental Treze de Maio - Nova Santa Rita - RS","Municipal","Nova Santa Rita","RS","estrada do itapui","34115/2014","2018-09-03","532344","1126284","paralisada / já devia ter sido entregue"
"3763","ESCOLA 4 SALAS - RABECA","Municipal","Porto Rico do Maranhão","MA","rua do transito","29665/2014","2017-10-30","224610","1126084","paralisada / já devia ter sido entregue"
"3764","FRAÇÕES DOS LOTES RURAIS 12 E 14","Municipal","Porto Lucena","RS","estrada linha união","32233/2014","2018-08-15","748332","1218806","em andamento / já devia ter sido entregue"
"3765","COMUNIDADE QUILOMBOLA QUEIMADAS - Mirandiba - PE","Municipal","Mirandiba","PE","fazenda queimadas","29863/2014","2018-04-25","119729","280408","paralisada / já devia ter sido entregue"
"3766","ROSARIO - Santa Helena - MA","Municipal","Santa Helena","MA","Não informado","29673/2014","2019-08-15","349700","1042650","em andamento / sem endereço"
"3767","COMUNIDADE DO FEIJÃO - Mirandiba - PE","Municipal","Mirandiba","PE","fazenda feijão","29863/2014","2018-04-25","82210","275323","paralisada / já devia ter sido entregue"
"3768","GOIABAL - Santa Helena - MA","Municipal","Santa Helena","MA","povoado goiabal","29673/2014","2018-09-01","0","292487","em andamento / já devia ter sido entregue"
"3769","ESCOLA MUNICIPAL BAIRRO PIÇARRA - Prata do Piauí - PI","Municipal","Prata do Piauí","PI","rua josé mendes sobrinho","29930/2014","2016-12-31","289313","1004783","paralisada / já devia ter sido entregue"
"3770","E.M. DA VILA MARCONY","Municipal","Santa Inês","MA","rua projetada","29675/2014","2018-07-07","243513","1220853","paralisada / já devia ter sido entregue"
"3771","1-Povoado-Mucunã - São José dos Basílios - MA","Municipal","São José dos Basílios","MA","estrada vicinal","29685/2014",NA,"58363","292604","paralisada"
"3772","G.E. JOÃO CABOCLO - Trizidela do Vale - MA","Municipal","Trizidela do Vale","MA","povoado morro dos caboclos","29693/2014","2019-08-31","679046","1220698","paralisada"
"3773","Escola Municipal Dona Maria de Paula Letro","Municipal","Antônio Dias","MG","rua sebastião gonçalves de lima","29702/2014","2018-08-08","0","1123140","em andamento / já devia ter sido entregue"
"3774","Córrego Santa Angélica - Itueta - MG","Municipal","Itueta","MG","zona rural córrego santa angélica","29720/2014","2016-08-15","31748","159166","paralisada / já devia ter sido entregue"
"3775","Construção Escola 04 Salas Pov Ladeira - Anajatuba - MA","Municipal","Anajatuba","MA","pov ladeira","30024/2014","2018-12-21","405386","1126170","paralisada"
"3776","Construção Escola 04 Salas Pov Carro Quebrado - Anajatuba - MA","Municipal","Anajatuba","MA","rua principal","30024/2014","2018-12-20","347683","1126170","paralisada"
"3777","Construção Lago Azul - Pedro do Rosário - MA","Municipal","Pedro do Rosário","MA","povoado lago azul","29663/2014","2018-08-13","0","297840","em andamento / já devia ter sido entregue"
"3778","Pov.Estiva - Presidente Vargas - MA","Municipal","Presidente Vargas","MA","rua dos coiotes","29670/2014","2018-12-24","243655","1221565","paralisada"
"3779","Pov. Gaiola Grande Quilombola - Presidente Vargas - MA","Municipal","Presidente Vargas","MA","pov. gaiola grande","29670/2014","2018-12-24","347285","1091979","paralisada"
"3780","Pov Boa Hora - Presidente Vargas - MA","Municipal","Presidente Vargas","MA","povoado boa hora","29670/2014","2018-12-24","303581","1091979","paralisada"
"3781","CEF. VERA CRUZ - Serrano do Maranhão - MA","Municipal","Serrano do Maranhão","MA","avenida das juçareiras","29690/2014",NA,"439238","1125921","paralisada"
"3782","Terreno Próximo à Quadra Mineirinhos - Araçaí - MG","Municipal","Araçaí","MG","rua josé de paula moura, sn","29703/2014",NA,"0","1222094","não iniciada"
"3783","Bairro Nossa Senhora de Fátima","Municipal","Dores de Campos","MG","rua josino adelino de andrade,","29711/2014",NA,"903498","1174551","paralisada"
"3784","Escola - Prefeito Benno Bender","Municipal","Crissiumal","RS","rua inhacorá","32181/2014","2018-02-28","3203675","3816473","em andamento / já devia ter sido entregue"
"3785","Jardim Portal do São Francisco - Assis - SP","Municipal","Assis","SP","rua 10","32414/2014","2018-08-27","3104992","4252069","em andamento / já devia ter sido entregue"
"3786","Jardim Santa Clara","Municipal","Assis","SP","rua pedro alvares cabral","32414/2014",NA,"226841","1137269","não iniciada"
"3787","RESIDENCIAL SANTO ANTÔNIO","Municipal","São Luís","MA","rua g, residencial st antonio","9913/2014",NA,"183134","1444798","paralisada"
"3788","BAIRRO COUTINHO - São Pedro dos Crentes - MA","Municipal","São Pedro dos Crentes","MA","rua 03","9914/2014",NA,"0","1067779","não iniciada"
"3789","Creche Centro","Municipal","Sucupira do Riachão","MA","rua mirador e rua são jose","9915/2014","2017-12-31","123362","1444798","paralisada / já devia ter sido entregue"
"3790","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Municipal","Turilândia","MA","rua da uzina","9916/2014","2018-08-22","0","2202289","em andamento / já devia ter sido entregue"
"3791","Creche tipo C","Municipal","Aroazes","PI","rua projetada - bairro alto da cruz","9979/2014",NA,"0","1477316","não iniciada"
"3792","Localidade Malhada Vermelha","Municipal","Francinópolis","PI","rua projetada","9990/2014","2018-09-08","188570","1477316","paralisada"
"3793","Centro","Municipal","Itainópolis","PI","rua leonidas castro melo","9992/2014","2015-03-13","0","1477316","não iniciada / já devia ter sido entregue"
"3794","Escola Municipal Raio de Luar ( Obra de Substituição) - Ouro Verde de Goiás - GO","Municipal","Ouro Verde de Goiás","GO","avenida vereador josé francisco da silva","30233/2014",NA,"2594910","4145738","paralisada"
"3795","Creche - Centro","Municipal","Monsenhor Hipólito","PI","rua geraldo reis","9996/2014","2019-02-03","187256","1477316","não iniciada"
"3796","ESCOLA CIRILLO CALAON - Petrópolis - RJ","Municipal","Petrópolis","RJ","rua aroldo mano","10010/2014",NA,"0","1672207","não iniciada"
"3797","PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Arujá - SP","Municipal","Arujá","SP","rua elpídio ferreira guimarães","10031/2014",NA,"0","988805","não iniciada"
"3798","Jardim Corumbá - Itanhaém - SP","Municipal","Itanhaém","SP","rua sinvaldo souza amaral","10034/2014",NA,"0","996153","não iniciada"
"3799","Eduardo dos Santos Morais - Tarauacá - AC","Municipal","Tarauacá","AC","rio |tarauacá","29920/2014","2018-06-20","473907","1221242","paralisada / já devia ter sido entregue"
"3800","Escola 15 de Junho - Tarauacá - AC","Municipal","Tarauacá","AC","br 364 tk/feijó km 17","29920/2014","2018-07-20","2014194","4223145","em andamento / já devia ter sido entregue"
